avg_speed_mps,collision_count,collision_max_impulse,collision_penalty,completed,cte_warning_excess_m,curve_lookahead,curve_max_lat_acc,distance_m,finish_reason,incomplete_penalty,lane_departure_penalty,lane_departure_ticks,lane_intrusion_penalty,lane_intrusion_ticks,max_abs_cte_m,max_speed_mps,mean_abs_cte_m,mission,parking_hold_ticks,rank,rank_key,report,run,score,sim_time_s,status,steer_speed_gain,stop_violation_penalty,stop_violation_ticks,target_speed_mps,time_limit_excess_s
0.3569309454669143,0.0,0.0,0.0,False,0.0,8.0,0.45,0.0,tick_or_duration_limit,1000.0,0.0,0.0,0.0,0.0,8.22383150380072e-07,1.9600002765655518,8.22383150380072e-07,time_trial,0.0,1,True|1000.0|1.0|8.22383150380072e-07,carla_autodrive/reports/phase6_server_sweep_smoke/run001_time_trial_v2_acc0p45_look8_steer2p2.json,1,1000.0,1.0,ok,2.2,0.0,0.0,2.0,0.0
0.3569309454669143,0.0,0.0,0.0,False,0.0,8.0,0.45,0.0,tick_or_duration_limit,1000.0,0.0,0.0,0.0,0.0,8.22383150380072e-07,1.9600002765655518,8.22383150380072e-07,time_trial,0.0,2,True|1000.0|1.0|8.22383150380072e-07,carla_autodrive/reports/phase6_server_sweep_smoke/run002_time_trial_v2p2_acc0p45_look8_steer2p2.json,2,1000.0,1.0,ok,2.2,0.0,0.0,2.2,0.0
