order,original_index,x,y,dx,dy,slope,angle_deg,radius
592,592,11355.8,7345.6,3656.677013,1293.904045,0.35384696,19.486171,3878.849631
593,593,11357.4,7355.4,3658.277013,1303.704045,0.356371057,19.614596,3883.636819
594,594,11359.1,7365.3,3659.977013,1313.604045,0.358910463,19.743593,3888.571373
595,595,11360.7,7375.2,3661.577013,1323.504045,0.361457383,19.872764,3893.431543
596,596,11362.4,7385.0,3663.277013,1333.304045,0.363964844,19.999727,3898.371218
597,597,11364.0,7394.9,3664.877013,1343.204045,0.366507264,20.128252,3903.270504
598,598,11365.6,7404.8,3666.477013,1353.104045,0.369047464,20.256454,3908.189382
599,599,11367.2,7414.6,3668.077013,1362.904045,0.371558187,20.382961,3913.092947
600,600,11368.8,7424.5,3669.677013,1372.804045,0.374093971,20.51052,3918.050578
601,601,11370.4,7434.4,3671.277013,1382.704045,0.376627544,20.637756,3923.027579
602,602,11372.1,7444.2,3672.977013,1392.504045,0.379121361,20.762788,3928.081931
603,603,11373.7,7454.1,3674.577013,1402.404045,0.38165047,20.889379,3933.097168
604,604,11375.4,7464.0,3676.277013,1412.304045,0.384166928,21.015124,3938.224904
605,605,11377.1,7473.8,3677.977013,1422.104045,0.38665387,21.139187,3943.335495
606,606,11378.8,7483.7,3679.677013,1432.004045,0.38916569,21.26428,3948.500792
607,607,11380.4,7493.5,3681.277013,1441.804045,0.391658666,21.388225,3953.55528
608,608,11381.7,7503.4,3682.577013,1451.704045,0.39420874,21.514792,3958.385794
609,609,11382.9,7513.4,3683.777013,1461.704045,0.396794931,21.642927,3963.179506
610,610,11383.9,7523.3,3684.777013,1471.604045,0.399373976,21.770482,3967.770168
611,611,11384.8,7533.3,3685.677013,1481.604045,0.401989659,21.899617,3972.324961
612,612,11385.7,7543.2,3686.577013,1491.504045,0.40457694,22.02712,3976.86238
613,613,11386.9,7553.2,3687.777013,1501.504045,0.407156951,22.154037,3981.735011
614,614,11388.2,7563.1,3689.077013,1511.404045,0.409697071,22.278769,3986.681753
615,615,11389.7,7573.0,3690.577013,1521.304045,0.41221306,22.402096,3991.832247
616,616,11391.5,7582.8,3692.377013,1531.104045,0.414666227,22.522134,3997.239998
617,617,11393.2,7592.7,3694.077013,1541.004045,0.417155365,22.643719,4002.611453
618,618,11394.8,7602.5,3695.677013,1550.804045,0.41962651,22.764213,4007.86998
619,619,11396.5,7612.4,3697.377013,1560.704045,0.422111145,22.88515,4013.277201
620,620,11398.1,7622.3,3698.977013,1570.604045,0.424604976,23.006319,4018.610209
621,621,11399.7,7632.1,3700.577013,1580.404045,0.427069627,23.125856,4023.921865
622,622,11401.5,7642.0,3702.377013,1590.304045,0.429535955,23.245262,4029.474222
623,623,11403.4,7651.8,3704.277013,1600.104045,0.431961227,23.362472,4035.096176
624,624,11405.5,7661.6,3706.377013,1609.904045,0.434360574,23.478226,4040.91841
625,625,11407.7,7671.3,3708.577013,1619.604045,0.436718461,23.591782,4046.808709
626,626,11410.1,7681.0,3710.977013,1629.304045,0.439049889,23.703871,4052.897984
627,627,11412.2,7690.8,3713.077013,1639.104045,0.441440896,23.818624,4058.768653
628,628,11414.1,7700.6,3714.977013,1648.904045,0.443853095,23.93419,4064.472753
629,629,11415.7,7710.5,3716.577013,1658.804045,0.446325756,24.052437,4069.960142
630,630,11417.0,7720.4,3717.877013,1668.704045,0.448832503,24.172093,4075.191121
631,631,11417.9,7730.4,3718.777013,1678.704045,0.451412935,24.295032,4080.116389
632,632,11419.0,7740.3,3719.877013,1688.604045,0.453940826,24.415238,4085.201172
633,633,11420.2,7750.2,3721.077013,1698.504045,0.456454956,24.534562,4090.394862
634,634,11421.5,7760.1,3722.377013,1708.404045,0.458955135,24.653,4095.697134
635,635,11423.1,7770.0,3723.977013,1718.304045,0.461416394,24.769375,4101.289259
636,636,11424.8,7779.9,3725.677013,1728.204045,0.463863088,24.884845,4106.988974
637,637,11426.5,7789.7,3727.377013,1738.004045,0.466280722,24.998732,4112.663062
638,638,11428.2,7799.6,3729.077013,1747.904045,0.468722968,25.113565,4118.395795
639,639,11429.9,7809.4,3730.777013,1757.704045,0.471136184,25.226821,4124.102403
640,640,11431.5,7819.3,3732.377013,1767.604045,0.473586682,25.341612,4129.777504
641,641,11433.1,7829.2,3733.977013,1777.504045,0.47603508,25.456087,4135.469135
642,642,11434.4,7839.1,3735.277013,1787.404045,0.47851981,25.572038,4140.906614
643,643,11435.4,7849.0,3736.277013,1797.304045,0.481041432,25.689482,4146.090659
644,644,11436.2,7859.0,3737.077013,1807.304045,0.483614343,25.809077,4151.155564
645,645,11436.7,7869.0,3737.577013,1817.304045,0.486225177,25.930188,4155.968711
646,646,11436.9,7879.0,3737.777013,1827.304045,0.488874547,26.052832,4160.530865
647,647,11437.1,7889.0,3737.977013,1837.304045,0.491523634,26.175207,4165.11204
648,648,11437.3,7899.0,3738.177013,1847.304045,0.494172437,26.297313,4169.712175
649,649,11437.4,7909.0,3738.277013,1857.304045,0.496834247,26.41976,4174.241649
650,650,11437.6,7919.0,3738.477013,1867.304045,0.499482554,26.541328,4178.879608
651,651,11437.8,7929.0,3738.677013,1877.304045,0.502130577,26.662626,4183.536338
652,652,11438.0,7939.0,3738.877013,1887.304045,0.504778317,26.783654,4188.211776
653,653,11438.2,7949.0,3739.077013,1897.304045,0.507425773,26.904412,4192.90586
654,654,11438.4,7959.0,3739.277013,1907.304045,0.510072947,27.024898,4197.618528
655,655,11438.6,7969.0,3739.477013,1917.304045,0.512719837,27.145114,4202.349716
656,656,11438.8,7979.0,3739.677013,1927.304045,0.515366444,27.265059,4207.099363
657,657,11438.9,7989.0,3739.777013,1937.304045,0.51802662,27.385359,4211.778612
658,658,11439.1,7999.0,3739.977013,1947.304045,0.520672731,27.504764,4216.565084
659,659,11439.3,8009.0,3740.177013,1957.304045,0.523318559,27.623897,4221.369827
660,660,11439.5,8019.0,3740.377013,1967.304045,0.525964104,27.742759,4226.192779
661,661,11439.7,8029.0,3740.577013,1977.304045,0.528609367,27.86135,4231.033878
662,662,11439.9,8039.0,3740.777013,1987.304045,0.531254346,27.979669,4235.893062
663,663,11440.1,8049.0,3740.977013,1997.304045,0.533899042,28.097716,4240.770268
664,664,11440.2,8059.0,3741.077013,2007.304045,0.536557798,28.216129,4245.577316
665,665,11440.4,8069.0,3741.277013,2017.304045,0.539201999,28.333635,4250.490478
666,666,11440.6,8079.0,3741.477013,2027.304045,0.541845918,28.450869,4255.421475
667,667,11440.8,8089.0,3741.677013,2037.304045,0.544489553,28.56783,4260.370247
668,668,11441.0,8099.0,3741.877013,2047.304045,0.547132906,28.68452,4265.336732
669,669,11441.2,8109.0,3742.077013,2057.304045,0.549775977,28.800938,4270.320867
670,670,11441.4,8118.9,3742.277013,2067.204045,0.552392043,28.915911,4275.274238
671,671,11441.6,8128.9,3742.477013,2077.204045,0.55503455,29.031788,4280.293312
672,672,11441.7,8138.9,3742.577013,2087.204045,0.557691676,29.148044,4285.242517
673,673,11441.9,8148.9,3742.777013,2097.204045,0.560333688,29.263379,4290.296561
674,674,11442.1,8158.9,3742.977013,2107.204045,0.562975417,29.378442,4295.367948
675,675,11442.3,8168.9,3743.177013,2117.204045,0.565616864,29.493232,4300.456618
676,676,11442.5,8178.9,3743.377013,2127.204045,0.56825803,29.607752,4305.562508
677,677,11442.7,8188.9,3743.577013,2137.204045,0.570898912,29.721999,4310.685559
678,678,11442.9,8198.9,3743.777013,2147.204045,0.573539513,29.835975,4315.825707
679,679,11443.0,8208.9,3743.877013,2157.204045,0.576195222,29.950341,4320.896248
680,680,11443.2,8218.9,3744.077013,2167.204045,0.578835328,30.063775,4326.07051
681,681,11443.4,8228.9,3744.277013,2177.204045,0.581475152,30.176937,4331.261688
682,682,11443.6,8238.9,3744.477013,2187.204045,0.584114694,30.289828,4336.469721
683,683,11443.8,8248.9,3744.677013,2197.204045,0.586753954,30.402448,4341.694548
684,684,11444.0,8258.9,3744.877013,2207.204045,0.589392933,30.514797,4346.93611
685,685,11444.1,8268.9,3744.977013,2217.204045,0.592047438,30.627545,4352.108295
686,686,11444.3,8278.9,3745.177013,2227.204045,0.594685922,30.739353,4357.383242
687,687,11443.5,8288.9,3744.377013,2237.204045,0.59748365,30.857627,4361.816268
688,688,11441.8,8298.7,3742.677013,2247.004045,0.600373486,30.979489,4365.39327
689,689,11439.2,8308.4,3740.077013,2256.704045,0.603384379,31.106125,4368.167718
690,690,11435.9,8317.8,3736.777013,2266.104045,0.606432773,31.233995,4370.209376
691,691,11431.7,8326.9,3732.577013,2275.204045,0.609553142,31.364528,4371.348145
692,692,11427.5,8336.0,3728.377013,2284.304045,0.612680541,31.494991,4372.509591
693,693,11423.5,8345.1,3724.377013,2293.404045,0.615781925,31.624011,4373.863996
694,694,11419.4,8354.2,3720.277013,2302.504045,0.618906613,31.753639,4375.155533
695,695,11415.5,8363.4,3716.377013,2311.704045,0.622031628,31.882919,4376.692095
696,696,11411.6,8372.6,3712.477013,2320.904045,0.62516321,32.012107,4378.250925
697,697,11407.7,8381.8,3708.577013,2330.104045,0.628301377,32.141203,4379.831997
698,698,11403.8,8391.1,3704.677013,2339.404045,0.631473145,32.271311,4381.488681
699,699,11399.9,8400.3,3700.777013,2348.604045,0.634624577,32.400216,4383.114357
700,700,11396.0,8409.5,3696.877013,2357.804045,0.637782657,32.529024,4384.762202
701,701,11392.1,8418.7,3692.977013,2367.004045,0.640947408,32.657736,4386.432192
702,702,11388.2,8427.9,3689.077013,2376.204045,0.644118851,32.786348,4388.1243
703,703,11384.4,8437.1,3685.277013,2385.404045,0.647279441,32.914152,4389.922451
704,704,11380.5,8446.3,3681.377013,2394.604045,0.650464225,33.042562,4391.658599
705,705,11376.6,8455.6,3677.477013,2403.904045,0.653682956,33.171961,4393.471502
706,706,11372.7,8464.8,3673.577013,2413.104045,0.6568813,33.300163,4395.251893
707,707,11368.8,8474.0,3669.677013,2422.304045,0.660086443,33.428261,4397.054272
708,708,11364.9,8483.2,3665.777013,2431.504045,0.663298405,33.556253,4398.878611
709,709,11361.0,8492.4,3661.877013,2440.704045,0.666517209,33.684139,4400.724883
710,710,11357.1,8501.6,3657.977013,2449.904045,0.669742876,33.811916,4402.593061
711,711,11353.3,8510.8,3654.177013,2459.104045,0.672957012,33.938858,4404.56608
712,712,11349.4,8520.0,3650.277013,2468.304045,0.676196364,34.066415,4406.47786
713,713,11345.5,8529.3,3646.377013,2477.604045,0.67947007,34.194935,4408.467662
714,714,11341.6,8538.5,3642.477013,2486.804045,0.682723333,34.322265,4410.42324
715,715,11337.7,8547.7,3638.577013,2496.004045,0.685983569,34.449482,4412.40058
716,716,11333.8,8556.9,3634.677013,2505.204045,0.689250802,34.576585,4414.399653
717,717,11329.9,8566.1,3630.777013,2514.404045,0.692525054,34.703571,4416.420431
718,718,11326.0,8575.3,3626.877013,2523.604045,0.695806347,34.830441,4418.462883
719,719,11322.2,8584.5,3623.077013,2532.804045,0.699075409,34.956451,4420.608937
720,720,11318.3,8593.8,3619.177013,2542.104045,0.702398373,35.084142,4422.751997
721,721,11314.4,8603.0,3615.277013,2551.304045,0.705700846,35.210651,4424.859344
722,722,11310.5,8612.2,3611.377013,2560.504045,0.709010451,35.337039,4426.988242
723,723,11306.6,8621.4,3607.477013,2569.704045,0.712327213,35.463305,4429.138661
724,724,11302.7,8630.6,3603.577013,2578.904045,0.715651153,35.589448,4431.31057
725,725,11298.8,8639.8,3599.677013,2588.104045,0.718982296,35.715466,4433.503936
726,726,11294.9,8649.0,3595.777013,2597.304045,0.722320666,35.84136,4435.718728
727,727,11290.6,8658.0,3591.477013,2606.304045,0.725691418,35.96807,4437.513709
728,728,11285.7,8666.8,3586.577013,2615.104045,0.729136454,36.097154,4438.727728
729,729,11280.4,8675.2,3581.277013,2623.504045,0.732561049,36.225053,4439.405199
730,730,11274.7,8683.4,3575.577013,2631.704045,0.736022196,36.353893,4439.664082
731,731,11268.5,8691.3,3569.377013,2639.604045,0.739513936,36.483442,4439.36502
732,732,11262.2,8699.0,3563.077013,2647.304045,0.74298255,36.611705,4438.889108
733,733,11255.8,8706.8,3556.677013,2655.104045,0.746512555,36.741801,4438.41513
734,734,11249.4,8714.4,3550.277013,2662.704045,0.749998954,36.869859,4437.844038
735,735,11243.0,8722.1,3543.877013,2670.404045,0.753526162,36.998981,4437.355299
736,736,11236.4,8729.6,3537.277013,2677.904045,0.757052398,37.12763,4436.608924
737,737,11229.9,8737.2,3530.777013,2685.504045,0.760598598,37.256568,4436.025056
738,738,11223.3,8744.7,3524.177013,2693.004045,0.764151186,37.385297,4435.323484
739,739,11216.8,8752.3,3517.677013,2700.604045,0.767723709,37.514304,4434.784525
740,740,11210.2,8759.9,3511.077013,2708.204045,0.771331428,37.644131,4434.188871
741,741,11203.7,8767.4,3504.577013,2715.704045,0.774902088,37.772179,4433.633781
742,742,11197.1,8775.0,3497.977013,2723.304045,0.778536861,37.902073,4433.083364
743,743,11190.6,8782.5,3491.477013,2730.804045,0.782134333,38.030183,4432.572895
744,744,11184.0,8790.1,3484.877013,2738.404045,0.785796467,38.160138,4432.067747
745,745,11177.5,8797.7,3478.377013,2746.004045,0.789449802,38.28932,4431.663893
746,746,11170.9,8805.2,3471.777013,2753.504045,0.793110858,38.418316,4431.142083
747,747,11164.4,8812.8,3465.277013,2761.104045,0.796791724,38.547547,4430.783263
748,748,11157.9,8820.3,3458.777013,2768.604045,0.800457513,38.675789,4430.384497
749,749,11151.3,8827.9,3452.177013,2776.204045,0.804189367,38.805871,4429.992667
750,750,11144.8,8835.5,3445.677013,2783.804045,0.807912069,38.935163,4429.701462
751,751,11138.2,8843.0,3439.077013,2791.304045,0.811643367,39.064282,4429.292153
752,752,11131.7,8850.6,3432.577013,2798.904045,0.815394392,39.19361,4429.046038
753,753,11125.1,8858.1,3425.977013,2806.404045,0.819154371,39.32277,4428.681763
754,754,11118.6,8865.7,3419.477013,2814.004045,0.822934044,39.452127,4428.480757
755,755,11112.0,8873.3,3412.877013,2821.604045,0.826752337,39.58232,4428.225254
756,756,11105.5,8880.8,3406.377013,2829.104045,0.830531686,39.710706,4428.005652
757,757,11098.9,8888.4,3399.777013,2836.704045,0.834379441,39.840926,4427.795567
758,758,11092.4,8895.9,3393.277013,2844.204045,0.838187992,39.969335,4427.620754
759,759,11085.8,8903.5,3386.677013,2851.804045,0.842065551,40.099576,4427.456099
760,760,11079.3,8911.0,3380.177013,2859.304045,0.845903642,40.228003,4427.326085
761,761,11072.7,8918.5,3373.577013,2866.804045,0.849781711,40.357275,4427.142114
762,762,11066.1,8926.1,3366.977013,2874.404045,0.853704683,40.487541,4427.045609
763,763,11059.6,8933.6,3360.477013,2881.904045,0.857587787,40.615987,4426.982797
764,764,11053.0,8941.2,3353.877013,2889.504045,0.861541444,40.746262,4426.931742
765,765,11046.5,8948.8,3347.377013,2897.104045,0.865484836,40.875691,4426.979187
766,766,11040.0,8956.4,3340.877013,2904.704045,0.869443572,41.005118,4427.049221
767,767,11033.2,8963.7,3334.077013,2912.004045,0.873406353,41.134169,4426.718547
768,768,11026.1,8970.7,3326.977013,2919.004045,0.877374275,41.262881,4425.986971
769,769,11018.8,8977.5,3319.677013,2925.804045,0.881352021,41.391405,4424.995456
770,770,11011.2,8984.1,3312.077013,2932.404045,0.885367108,41.520622,4423.669023
771,771,11003.3,8990.3,3304.177013,2938.604045,0.889360356,41.648626,4421.875108
772,772,10995.4,8996.3,3296.277013,2944.604045,0.893312071,41.7748,4419.970037
773,773,10987.3,9002.2,3288.177013,2950.504045,0.897306937,41.901849,4417.870776
774,774,10979.1,9007.9,3279.977013,2956.204045,0.901288038,42.027959,4415.585076
775,775,10970.8,9013.5,3271.677013,2961.804045,0.905286198,42.154109,4413.179543
776,776,10962.4,9018.9,3263.277013,2967.204045,0.909271273,42.279347,4410.58689
777,777,10954.0,9024.4,3254.877013,2972.704045,0.913307641,42.405691,4408.082771
778,778,10945.8,9030.1,3246.677013,2978.404045,0.917369986,42.532337,4405.882691
779,779,10937.6,9035.8,3238.477013,2984.104045,0.921452903,42.659108,4403.704159
780,780,10929.5,9041.7,3230.377013,2990.004045,0.92558981,42.787031,4401.756449
781,781,10921.5,9047.6,3222.377013,2995.904045,0.929718662,42.91418,4399.903938
782,782,10913.3,9053.4,3214.177013,3001.704045,0.933895063,43.042262,4397.858689
783,783,10905.1,9059.1,3205.977013,3007.404045,0.938061637,43.169512,4395.767021
784,784,10896.7,9064.6,3197.577013,3012.904045,0.942245967,43.296772,4393.414338
785,785,10888.3,9069.9,3189.177013,3018.204045,0.946389627,43.422273,4390.945875
786,786,10879.7,9075.1,3180.577013,3023.404045,0.950583505,43.548767,4388.284649
787,787,10871.2,9080.3,3172.077013,3028.604045,0.954770024,43.674512,4385.717164
788,788,10862.8,9085.7,3163.677013,3034.004045,0.959011945,43.801386,4383.381433
789,789,10854.4,9091.2,3155.277013,3039.504045,0.963308145,43.929336,4381.136596
790,790,10846.2,9096.9,3147.077013,3045.204045,0.967629337,44.057477,4379.196434
791,791,10838.0,9102.7,3138.877013,3051.004045,0.972004966,44.186671,4377.347894
792,792,10829.8,9108.4,3130.677013,3056.704045,0.976371575,44.315035,4375.451769
793,793,10821.5,9114.0,3122.377013,3062.304045,0.980760501,44.443493,4373.43621
794,794,10813.2,9119.5,3114.077013,3067.804045,0.985140712,44.571134,4371.372474
795,795,10804.8,9124.9,3105.677013,3073.204045,0.989543997,44.698886,4369.189034
796,796,10796.3,9130.3,3097.177013,3078.604045,0.994003259,44.82769,4366.956414
797,797,10787.9,9135.7,3088.777013,3084.004045,0.998454739,44.955697,4364.81665
798,798,10779.5,9141.1,3080.377013,3089.404045,1.002930496,45.08383,4362.698695
799,799,10771.2,9146.6,3072.077013,3094.904045,1.007430488,45.212079,4360.743999
800,800,10762.8,9152.1,3063.677013,3100.404045,1.011987893,45.341378,4358.740883
801,801,10754.5,9157.7,3055.377013,3106.004045,1.016569815,45.470779,4356.901402
802,802,10746.3,9163.3,3047.177013,3111.604045,1.021143187,45.59935,4355.154129
803,803,10738.1,9169.1,3038.977013,3117.404045,1.02580705,45.72986,4353.572013
804,804,10729.9,9174.9,3030.777013,3123.204045,1.030496151,45.860464,4352.012501
805,805,10721.8,9180.7,3022.677013,3129.004045,1.035176445,45.990214,4350.545097
806,806,10713.7,9186.6,3014.577013,3134.904045,1.039915063,46.120965,4349.172099
807,807,10705.4,9192.1,3006.277013,3140.404045,1.04461566,46.250056,4347.394513
808,808,10696.8,9197.3,2997.677013,3145.604045,1.049347222,46.379386,4345.214872
809,809,10688.0,9202.0,2988.877013,3150.304045,1.054009259,46.50622,4342.557009
810,810,10679.0,9206.4,2979.877013,3154.704045,1.058669211,46.632408,4339.565027
811,811,10669.8,9210.3,2970.677013,3158.604045,1.063260675,46.756169,4336.092876
812,812,10660.7,9214.3,2961.577013,3162.604045,1.067878374,46.880066,4332.782334
813,813,10651.6,9218.6,2952.477013,3166.904045,1.072626148,47.00686,4329.711508
814,814,10642.7,9223.0,2943.577013,3171.304045,1.077364048,47.132792,4326.871269
815,815,10633.8,9227.6,2934.677013,3175.904045,1.082198835,47.260688,4324.198848
816,816,10625.0,9232.3,2925.877013,3180.604045,1.087060061,47.388663,4321.689298
817,817,10616.1,9236.9,2916.977013,3185.204045,1.09195377,47.516869,4319.060049
818,818,10607.1,9241.2,2907.977013,3189.504045,1.096811987,47.643528,4316.163385
819,819,10597.9,9245.3,2898.777013,3193.604045,1.101707386,47.770539,4313.005329
820,820,10588.7,9249.1,2889.577013,3197.404045,1.106530136,47.89506,4309.645919
821,821,10579.3,9252.6,2880.177013,3200.904045,1.111356709,48.019084,4305.950108
822,822,10570.0,9256.3,2870.877013,3204.604045,1.116245674,48.144106,4302.490199
823,823,10560.7,9260.0,2861.577013,3208.304045,1.121166416,48.269328,4299.050808
824,824,10551.5,9263.9,2852.377013,3212.204045,1.126149885,48.395524,4295.847932
825,825,10542.4,9267.9,2843.277013,3216.204045,1.131160991,48.521791,4292.807081
826,826,10533.3,9272.1,2834.177013,3220.404045,1.136274845,48.650002,4289.937244
827,827,10524.2,9276.3,2825.077013,3224.604045,1.141421643,48.778384,4287.088917
828,828,10515.1,9280.4,2815.977013,3228.704045,1.146566194,48.906057,4284.186778
829,829,10506.0,9284.6,2806.877013,3232.904045,1.151779729,49.03478,4281.381452
830,830,10496.9,9288.8,2797.777013,3237.104045,1.157027179,49.163671,4278.597763
831,831,10487.8,9292.9,2788.677013,3241.204045,1.162273017,49.291855,4275.75995
832,832,10478.8,9297.1,2779.677013,3245.404045,1.167547175,49.420063,4273.084567
833,833,10469.7,9301.4,2770.577013,3249.704045,1.172934024,49.550322,4270.441824
834,834,10460.7,9305.7,2761.577013,3254.004045,1.178313706,49.679718,4267.885885
835,835,10451.7,9310.0,2752.577013,3258.304045,1.183728568,49.809269,4265.35174
836,836,10442.7,9314.4,2743.577013,3262.704045,1.189215404,49.939838,4262.915964
837,837,10433.7,9318.7,2734.577013,3267.004045,1.194701787,50.069692,4260.425668
838,838,10424.6,9323.0,2725.477013,3271.304045,1.200268441,50.200732,4257.893271
839,839,10415.5,9327.2,2716.377013,3275.504045,1.205835578,50.331067,4255.306197
840,840,10406.4,9331.3,2707.277013,3279.604045,1.211403203,50.460702,4252.66405
841,841,10397.3,9335.4,2698.177013,3283.704045,1.217008384,50.590498,4250.0437
842,842,10388.2,9339.5,2689.077013,3287.804045,1.222651501,50.720454,4247.445188
843,843,10379.0,9343.5,2679.877013,3291.804045,1.228341461,50.850762,4244.727869
844,844,10369.9,9347.6,2670.777013,3295.904045,1.234061859,50.981038,4242.173185
845,845,10360.7,9351.6,2661.577013,3299.904045,1.239830382,51.111673,4239.499841
846,846,10351.6,9355.7,2652.477013,3304.004045,1.245629662,51.242265,4236.989148
847,847,10342.4,9359.7,2643.277013,3308.004045,1.251478384,51.373224,4234.359944
848,848,10333.2,9363.5,2634.077013,3311.804045,1.257292034,51.502658,4231.596359
849,849,10323.9,9367.3,2624.777013,3315.604045,1.26319456,51.633324,4228.792328
850,850,10314.6,9370.9,2615.477013,3319.204045,1.269062595,51.762484,4225.853228
851,851,10305.2,9374.4,2606.077013,3322.704045,1.27498306,51.892053,4222.795232
852,852,10295.8,9377.7,2596.677013,3326.004045,1.280869368,52.020139,4219.601216
853,853,10286.3,9380.8,2587.177013,3329.104045,1.286770881,52.147823,4216.209037
854,854,10276.7,9383.8,2577.577013,3332.104045,1.292727251,52.275956,4212.697548
855,855,10267.2,9386.6,2568.077013,3334.904045,1.298599702,52.401562,4209.109708
856,856,10257.5,9389.2,2558.377013,3337.504045,1.304539569,52.527887,4205.261727
857,857,10247.8,9391.8,2548.677013,3340.104045,1.310524648,52.654443,4201.434226
858,858,10238.2,9394.3,2539.077013,3342.604045,1.316464222,52.779316,4197.608115
859,859,10228.5,9396.7,2529.377013,3345.004045,1.322461629,52.904682,4193.661901
860,860,10218.8,9399.1,2519.677013,3347.404045,1.328505212,53.030284,4189.735802
861,861,10209.0,9401.5,2509.877013,3349.804045,1.334648681,53.157216,4185.769913
862,862,10199.3,9403.9,2500.177013,3352.204045,1.340786683,53.28329,4181.884391
863,863,10189.7,9406.6,2490.577013,3354.904045,1.34703887,53.410949,4178.31964
864,864,10180.1,9409.4,2480.977013,3357.704045,1.353379748,53.539642,4174.856093
865,865,10170.5,9412.3,2471.377013,3360.604045,1.359810352,53.669361,4171.494204
866,866,10161.0,9415.4,2461.877013,3363.704045,1.36631685,53.799802,4168.374183
867,867,10151.4,9418.3,2452.277013,3366.604045,1.372848184,53.929931,4165.055263
868,868,10141.8,9420.8,2442.677013,3369.104045,1.379267102,54.057034,4161.434015
869,869,10132.1,9423.2,2432.977013,3371.504045,1.385752527,54.18467,4157.693673
870,870,10122.3,9425.2,2423.177013,3373.504045,1.392182258,54.310435,4153.590782
871,871,10112.4,9426.9,2413.277013,3375.204045,1.398597851,54.435163,4149.205742
872,872,10102.6,9428.7,2403.477013,3377.004045,1.405049446,54.55983,4144.979864
873,873,10092.8,9430.7,2393.677013,3379.004045,1.411637421,54.68635,4140.936848
874,874,10083.0,9432.9,2383.877013,3381.204045,1.418363459,54.814713,4137.077521
875,875,10073.3,9435.1,2374.177013,3383.404045,1.425084999,54.94218,4133.296436
876,876,10063.6,9437.5,2364.477013,3385.804045,1.431946272,55.071469,4129.699817
877,877,10053.9,9440.1,2354.777013,3388.404045,1.438949007,55.202567,4126.288497
878,878,10044.2,9442.7,2345.077013,3391.004045,1.446009673,55.333882,4122.898814
879,879,10034.6,9445.4,2335.477013,3393.704045,1.45310959,55.465055,4119.669893
880,880,10025.0,9448.2,2325.877013,3396.504045,1.460311111,55.597219,4116.545106
881,881,10015.4,9451.1,2316.277013,3399.404045,1.467615499,55.730368,4113.524895
882,882,10005.8,9453.9,2306.677013,3402.204045,1.474937334,55.862929,4110.444162
883,883,9996.2,9456.6,2297.077013,3404.904045,1.482276835,55.994909,4107.302565
884,884,9986.6,9459.3,2287.477013,3407.604045,1.48967794,56.12709,4104.182795
885,885,9977.0,9462.0,2277.877013,3410.304045,1.497141428,56.259471,4101.084901
886,886,9967.3,9464.6,2268.177013,3412.904045,1.504690342,56.392442,4097.870299
887,887,9957.6,9467.1,2258.477013,3415.404045,1.512259822,56.52485,4094.594389
888,888,9947.9,9469.6,2248.777013,3417.904045,1.519894603,56.657468,4091.340382
889,889,9938.2,9471.9,2239.077013,3420.204045,1.527506211,56.788762,4087.940996
890,890,9928.5,9474.1,2229.377013,3422.404045,1.5351392,56.919508,4084.47932
891,891,9918.7,9476.2,2219.577013,3424.504045,1.542863359,57.05089,4080.900645
892,892,9908.9,9478.2,2209.777013,3426.504045,1.550610774,57.18174,4077.259425
893,893,9899.0,9479.9,2199.877013,3428.204045,1.558361683,57.311729,4073.333015
894,894,9889.2,9481.5,2190.077013,3429.804045,1.566065497,57.440023,4069.397144
895,895,9879.3,9483.0,2180.177013,3431.304045,1.573864886,57.568998,4065.343683
896,896,9869.4,9484.3,2170.277013,3432.604045,1.581643276,57.696723,4061.141816
897,897,9859.5,9485.7,2160.377013,3434.004045,1.589539244,57.825463,4057.044814
898,898,9849.5,9487.0,2150.377013,3435.304045,1.597535699,57.954912,4052.830515
899,899,9839.6,9488.3,2140.477013,3436.604045,1.605531862,58.083427,4048.689814
900,900,9829.7,9489.6,2130.577013,3437.904045,1.613602336,58.212206,4044.569524
901,901,9819.8,9490.8,2120.677013,3439.104045,1.621701006,58.340502,4040.384589
902,902,9809.9,9492.1,2110.777013,3440.404045,1.629923021,58.469806,4036.305191
903,903,9800.0,9493.4,2100.877013,3441.704045,1.638222525,58.599371,4032.246391
904,904,9790.0,9494.6,2090.877013,3442.904045,1.646631544,58.729673,4028.070872
905,905,9780.1,9495.9,2080.977013,3444.204045,1.655089904,58.859763,4024.053533
906,906,9770.2,9497.2,2071.077013,3445.504045,1.663629128,58.990113,4020.05698
907,907,9760.3,9498.4,2061.177013,3446.704045,1.672201865,59.119989,4015.99545
908,908,9750.4,9499.7,2051.277013,3448.004045,1.680906101,59.250857,4012.040538
909,909,9740.4,9501.0,2041.277013,3449.304045,1.689777538,59.383213,4008.055669
910,910,9730.5,9502.2,2031.377013,3450.504045,1.698603471,59.513873,4004.056785
911,911,9720.6,9503.5,2021.477013,3451.804045,1.707565321,59.645517,4000.165057
912,912,9710.7,9504.8,2011.577013,3453.104045,1.716615383,59.777417,3996.294487
913,913,9700.8,9506.0,2001.677013,3454.304045,1.725705008,59.908853,3992.358614
914,914,9690.8,9507.3,1991.677013,3455.604045,1.735022307,60.042509,3988.480493
915,915,9680.9,9508.6,1981.777013,3456.904045,1.744345616,60.175177,3984.673852
