order,original_index,x,y,dx,dy,slope,angle_deg,radius
541,541,11274.9,6842.3,3518.362427,683.734359,0.194333123,10.997395,3584.182869
542,542,11276.5,6852.2,3519.962427,693.634359,0.197057319,11.147723,3587.654402
543,543,11278.2,6862.0,3521.662427,703.434359,0.199744971,11.295882,3591.229058
544,544,11279.9,6871.9,3523.362427,713.334359,0.202458411,11.445307,3594.847521
545,545,11281.6,6881.7,3525.062427,723.134359,0.205140866,11.592872,3598.470288
546,546,11283.3,6891.6,3526.762427,733.034359,0.207849089,11.741695,3602.137225
547,547,11284.8,6901.5,3528.262427,742.934359,0.210566639,11.89087,3605.632707
548,548,11286.2,6911.4,3529.662427,752.834359,0.213287921,12.040086,3609.054782
549,549,11287.4,6921.3,3530.862427,762.734359,0.21601928,12.189689,3612.305798
550,550,11288.4,6931.2,3531.862427,772.634359,0.218761171,12.339698,3615.386018
551,551,11289.2,6941.2,3532.662427,782.634359,0.221542357,12.491682,3618.317339
552,552,11290.4,6951.1,3533.862427,792.534359,0.224268594,12.64049,3621.642495
553,553,11291.9,6961.0,3535.362427,802.434359,0.226973719,12.787975,3625.284594
554,554,11293.6,6970.9,3537.062427,812.334359,0.229663563,12.934455,3629.145591
555,555,11295.8,6980.6,3539.262427,822.034359,0.232261488,13.075767,3633.472033
556,556,11298.3,6990.3,3541.762427,831.734359,0.234836293,13.215662,3638.112578
557,557,11300.5,7000.1,3543.962427,841.534359,0.237455779,13.35782,3642.505973
558,558,11302.3,7009.9,3545.762427,851.334359,0.240099098,13.501102,3646.532789
559,559,11303.9,7019.8,3547.362427,861.234359,0.242781609,13.646332,3650.411595
560,560,11305.1,7029.7,3548.562427,871.134359,0.245489371,13.792749,3653.925337
561,561,11305.9,7039.7,3549.362427,881.134359,0.248251447,13.941913,3657.098768
562,562,11306.9,7049.6,3550.362427,891.034359,0.250969972,14.088538,3660.466581
563,563,11308.0,7059.6,3551.462427,901.034359,0.25370798,14.236023,3663.979843
564,564,11309.3,7069.5,3552.762427,910.934359,0.256401709,14.380935,3667.686228
565,565,11310.7,7079.4,3554.162427,920.834359,0.259086178,14.525162,3671.512832
566,566,11312.3,7089.2,3555.762427,930.634359,0.261725686,14.666791,3675.530812
567,567,11313.9,7099.1,3557.362427,940.534359,0.26439093,14.809615,3679.59676
568,568,11315.6,7109.0,3559.062427,950.434359,0.267046274,14.951721,3683.782137
569,569,11317.2,7118.8,3560.662427,960.234359,0.269678572,15.092409,3687.867533
570,570,11318.9,7128.7,3562.362427,970.134359,0.272328933,15.233873,3692.097877
571,571,11320.7,7138.5,3564.162427,979.934359,0.274940994,15.373108,3696.420587
572,572,11322.4,7148.4,3565.862427,989.834359,0.277586244,15.513923,3700.695463
573,573,11324.1,7158.2,3567.562427,999.634359,0.280200944,15.652922,3704.965657
574,574,11325.7,7168.1,3569.162427,1009.534359,0.282849094,15.793508,3709.188598
575,575,11327.4,7178.0,3570.862427,1019.434359,0.285486876,15.933349,3713.529976
576,576,11329.0,7187.8,3572.462427,1029.234359,0.288102221,16.071809,3717.769648
577,577,11330.6,7197.7,3574.062427,1039.134359,0.290743203,16.21143,3722.058899
578,578,11332.3,7207.6,3575.762427,1049.034359,0.293373618,16.350297,3726.466157
579,579,11333.9,7217.4,3577.362427,1058.834359,0.295981853,16.487798,3730.770984
580,580,11335.6,7227.3,3579.062427,1068.734359,0.298607353,16.626012,3735.221678
581,581,11337.4,7237.1,3580.862427,1078.534359,0.301194023,16.761987,3739.760966
582,582,11339.1,7247.0,3582.562427,1088.434359,0.303814485,16.899541,3744.254652
583,583,11340.8,7256.8,3584.262427,1098.234359,0.306404562,17.035303,3748.740569
584,584,11342.4,7266.7,3585.862427,1108.134359,0.309028687,17.172649,3753.181464
585,585,11344.1,7276.6,3587.562427,1118.034359,0.311641785,17.309216,3757.739346
586,586,11345.7,7286.4,3589.162427,1127.834359,0.314233302,17.444455,3762.193146
587,587,11347.3,7296.3,3590.762427,1137.734359,0.316850358,17.580824,3766.69806
588,588,11349.0,7306.2,3592.462427,1147.634359,0.31945619,17.716403,3771.319519
589,589,11350.6,7316.0,3594.062427,1157.434359,0.322040694,17.850671,3775.836202
590,590,11352.3,7325.9,3595.762427,1167.334359,0.324641681,17.985591,3780.499562
591,591,11354.1,7335.7,3597.562427,1177.134359,0.327203317,18.118268,3785.247775
592,592,11355.8,7345.6,3599.262427,1187.034359,0.329799336,18.252521,3789.952584
593,593,11357.4,7355.4,3600.862427,1196.834359,0.332374364,18.385484,3794.551713
594,594,11359.1,7365.3,3602.562427,1206.734359,0.334965565,18.519076,3799.297811
595,595,11360.7,7375.2,3604.162427,1216.634359,0.337563687,18.652815,3803.969764
596,596,11362.4,7385.0,3605.862427,1226.434359,0.340122338,18.784316,3808.724863
597,597,11364.0,7394.9,3607.462427,1236.334359,0.342715797,18.917397,3813.437794
598,598,11365.6,7404.8,3609.062427,1246.234359,0.345306956,19.050149,3818.171248
599,599,11367.2,7414.6,3610.662427,1256.034359,0.347868122,19.181157,3822.892292
600,600,11368.8,7424.5,3612.262427,1265.934359,0.350454704,19.313252,3827.666344
601,601,11370.4,7434.4,3613.862427,1275.834359,0.353038995,19.445018,3832.460692
602,602,11372.1,7444.2,3615.562427,1285.634359,0.355583505,19.574547,3837.335973
603,603,11373.7,7454.1,3617.162427,1295.534359,0.358163169,19.705654,3842.170389
604,604,11375.4,7464.0,3618.862427,1305.434359,0.360730585,19.835925,3847.118939
605,605,11377.1,7473.8,3620.562427,1315.234359,0.363267969,19.964462,3852.053181
606,606,11378.8,7483.7,3622.262427,1325.134359,0.365830579,20.094065,3857.041115
607,607,11380.4,7493.5,3623.862427,1334.934359,0.368373355,20.222453,3861.92033
608,608,11381.7,7503.4,3625.162427,1344.834359,0.370972166,20.353452,3866.572394
609,609,11382.9,7513.4,3626.362427,1354.834359,0.373606992,20.48604,3871.185941
610,610,11383.9,7523.3,3627.362427,1364.734359,0.376233251,20.617969,3875.597766
611,611,11384.8,7533.3,3628.262427,1374.734359,0.378896066,20.751501,3879.97201
612,612,11385.7,7543.2,3629.162427,1384.634359,0.381530005,20.883354,3884.331632
613,613,11386.9,7553.2,3630.362427,1394.634359,0.384158438,21.0147,3889.027687
614,614,11388.2,7563.1,3631.662427,1404.534359,0.386746948,21.143826,3893.801324
615,615,11389.7,7573.0,3633.162427,1414.434359,0.389312173,21.271569,3898.781063
616,616,11391.5,7582.8,3634.962427,1424.234359,0.391815428,21.396012,3904.022971
617,617,11393.2,7592.7,3636.662427,1434.134359,0.394354546,21.522022,3909.226902
618,618,11394.8,7602.5,3638.262427,1443.934359,0.396874714,21.646876,3914.319854
619,619,11396.5,7612.4,3639.962427,1453.834359,0.399409167,21.772221,3919.561304
620,620,11398.1,7622.3,3641.562427,1463.734359,0.401952291,21.897774,3924.728676
621,621,11399.7,7632.1,3643.162427,1473.534359,0.404465732,22.021645,3929.877349
622,622,11401.5,7642.0,3644.962427,1483.434359,0.406982072,22.145442,3935.267283
623,623,11403.4,7651.8,3646.862427,1493.234359,0.409457277,22.267003,3940.730188
624,624,11405.5,7661.6,3648.962427,1503.034359,0.411907327,22.387122,3946.395707
625,625,11407.7,7671.3,3651.162427,1512.734359,0.414315821,22.505001,3952.132628
626,626,11410.1,7681.0,3653.562427,1522.434359,0.416698603,22.621424,3958.070841
627,627,11412.2,7690.8,3655.662427,1532.234359,0.419140003,22.740507,3963.787319
628,628,11414.1,7700.6,3657.562427,1542.034359,0.421601651,22.860368,3969.336578
629,629,11415.7,7710.5,3659.162427,1551.934359,0.42412284,22.98291,3974.666014
630,630,11417.0,7720.4,3660.462427,1561.834359,0.42667679,23.106818,3979.737648
631,631,11417.9,7730.4,3661.362427,1571.834359,0.429303133,23.233999,3984.499727
632,632,11419.0,7740.3,3662.462427,1581.734359,0.431877293,23.358419,3989.425349
633,633,11420.2,7750.2,3663.662427,1591.634359,0.43443805,23.48196,3994.461455
634,634,11421.5,7760.1,3664.962427,1601.534359,0.436985205,23.604616,3999.607718
635,635,11423.1,7770.0,3666.562427,1611.434359,0.439494592,23.725229,4005.046907
636,636,11424.8,7779.9,3668.262427,1621.334359,0.441989741,23.844937,4010.59526
637,637,11426.5,7789.7,3669.962427,1631.134359,0.444455329,23.96301,4016.120455
638,638,11428.2,7799.6,3671.662427,1641.034359,0.44694587,24.082058,4021.703463
639,639,11429.9,7809.4,3673.362427,1650.834359,0.449406883,24.199479,4027.262793
640,640,11431.5,7819.3,3674.962427,1660.734359,0.451905126,24.318455,4032.789041
641,641,11433.1,7829.2,3676.562427,1670.634359,0.454401195,24.437104,4038.332631
642,642,11434.4,7839.1,3677.862427,1680.534359,0.45693236,24.557195,4043.620626
643,643,11435.4,7849.0,3678.862427,1690.434359,0.459499205,24.678743,4048.653737
644,644,11436.2,7859.0,3679.662427,1700.434359,0.462116945,24.802459,4053.565417
645,645,11436.7,7869.0,3680.162427,1710.434359,0.464771431,24.927659,4058.223895
646,646,11436.9,7879.0,3680.362427,1720.434359,0.467463298,25.054363,4062.629934
647,647,11437.1,7889.0,3680.562427,1730.434359,0.470154873,25.180792,4067.055796
648,648,11437.3,7899.0,3680.762427,1740.434359,0.472846154,25.306946,4071.501419
649,649,11437.4,7909.0,3680.862427,1750.434359,0.475550063,25.433427,4075.876427
650,650,11437.6,7919.0,3681.062427,1760.434359,0.478240832,25.559031,4080.36147
651,651,11437.8,7929.0,3681.262427,1770.434359,0.480931309,25.684358,4084.866078
652,652,11438.0,7939.0,3681.462427,1780.434359,0.483621494,25.809409,4089.390188
653,653,11438.2,7949.0,3681.662427,1790.434359,0.486311386,25.934182,4093.933734
654,654,11438.4,7959.0,3681.862427,1800.434359,0.489000987,26.058679,4098.496653
655,655,11438.6,7969.0,3682.062427,1810.434359,0.491690295,26.182898,4103.078879
656,656,11438.8,7979.0,3682.262427,1820.434359,0.49437931,26.306839,4107.680347
657,657,11438.9,7989.0,3682.362427,1830.434359,0.497081533,26.431122,4112.211447
658,658,11439.1,7999.0,3682.562427,1840.434359,0.499770037,26.554509,4116.851304
659,659,11439.3,8009.0,3682.762427,1850.434359,0.502458249,26.677618,4121.51021
660,660,11439.5,8019.0,3682.962427,1860.434359,0.505146169,26.800448,4126.188101
661,661,11439.7,8029.0,3683.162427,1870.434359,0.507833797,26.923,4130.884912
662,662,11439.9,8039.0,3683.362427,1880.434359,0.510521133,27.045272,4135.600579
663,663,11440.1,8049.0,3683.562427,1890.434359,0.513208177,27.167265,4140.335037
664,664,11440.2,8059.0,3683.662427,1900.434359,0.515908935,27.289613,4144.999352
665,665,11440.4,8069.0,3683.862427,1910.434359,0.518595468,27.41105,4149.771297
666,666,11440.6,8079.0,3684.062427,1920.434359,0.521281709,27.532207,4154.561841
667,667,11440.8,8089.0,3684.262427,1930.434359,0.523967659,27.653085,4159.370919
668,668,11441.0,8099.0,3684.462427,1940.434359,0.526653317,27.773682,4164.198468
669,669,11441.2,8109.0,3684.662427,1950.434359,0.529338684,27.894,4169.044422
670,670,11441.4,8118.9,3684.862427,1960.334359,0.531996621,28.012827,4173.86175
671,671,11441.6,8128.9,3685.062427,1970.334359,0.534681406,28.132587,4178.744139
672,672,11441.7,8138.9,3685.162427,1980.334359,0.537380481,28.252716,4183.556655
673,673,11441.9,8148.9,3685.362427,1990.334359,0.540064756,28.371919,4188.475508
674,674,11442.1,8158.9,3685.562427,2000.334359,0.542748739,28.490841,4193.412447
675,675,11442.3,8168.9,3685.762427,2010.334359,0.545432431,28.609483,4198.367409
676,676,11442.5,8178.9,3685.962427,2020.334359,0.548115831,28.727845,4203.340331
677,677,11442.7,8188.9,3686.162427,2030.334359,0.55079894,28.845927,4208.331148
678,678,11442.9,8198.9,3686.362427,2040.334359,0.553481759,28.963728,4213.339796
679,679,11443.0,8208.9,3686.462427,2050.334359,0.556179372,29.081909,4218.278821
680,680,11443.2,8218.9,3686.662427,2060.334359,0.55886168,29.199152,4223.323043
681,681,11443.4,8228.9,3686.862427,2070.334359,0.561543697,29.316114,4228.384906
682,682,11443.6,8238.9,3687.062427,2080.334359,0.564225423,29.432796,4233.464348
683,683,11443.8,8248.9,3687.262427,2090.334359,0.566906859,29.549198,4238.561305
684,684,11444.0,8258.9,3687.462427,2100.334359,0.569588003,29.66532,4243.675715
685,685,11444.1,8268.9,3687.562427,2110.334359,0.572284375,29.781832,4248.72072
686,686,11444.3,8278.9,3687.762427,2120.334359,0.57496501,29.897395,4253.869945
687,687,11443.5,8288.9,3686.962427,2130.334359,0.577802026,30.019409,4258.170548
688,688,11441.8,8298.7,3685.262427,2140.134359,0.580727805,30.144927,4261.611694
689,689,11439.2,8308.4,3682.662427,2149.834359,0.583771769,30.275176,4264.245575
690,690,11435.9,8317.8,3679.362427,2159.234359,0.586850141,30.406548,4266.145905
691,691,11431.7,8326.9,3675.162427,2168.334359,0.589996878,30.540472,4267.141052
692,692,11427.5,8336.0,3670.962427,2177.434359,0.593150816,30.674333,4268.159501
693,693,11423.5,8345.1,3666.962427,2186.534359,0.596279455,30.806755,4269.373015
694,694,11419.4,8354.2,3662.862427,2195.634359,0.599431293,30.939791,4270.523551
695,695,11415.5,8363.4,3658.962427,2204.834359,0.602584586,31.072519,4271.920013
696,696,11411.6,8372.6,3655.062427,2214.034359,0.605744609,31.205159,4273.339384
697,697,11407.7,8381.8,3651.162427,2223.234359,0.608911382,31.337711,4274.781642
698,698,11403.8,8391.1,3647.262427,2232.534359,0.612112346,31.471315,4276.298969
699,699,11399.9,8400.3,3643.362427,2241.734359,0.615292715,31.603683,4277.787128
700,700,11396.0,8409.5,3639.462427,2250.934359,0.6184799,31.735958,4279.298102
701,701,11392.1,8418.7,3635.562427,2260.134359,0.621673924,31.868139,4280.831868
702,702,11388.2,8427.9,3631.662427,2269.334359,0.624874807,32.000225,4282.388401
703,703,11384.4,8437.1,3627.862427,2278.534359,0.62806526,32.131502,4284.052359
704,704,11380.5,8446.3,3623.962427,2287.734359,0.631279823,32.263391,4285.654229
705,705,11376.6,8455.6,3620.062427,2297.034359,0.634528936,32.396309,4287.332367
706,706,11372.7,8464.8,3616.162427,2306.234359,0.637757403,32.527996,4288.979787
707,707,11368.8,8474.0,3612.262427,2315.434359,0.640992842,32.659581,4290.649847
708,708,11364.9,8483.2,3608.362427,2324.634359,0.644235275,32.791063,4292.34252
709,709,11361.0,8492.4,3604.462427,2333.834359,0.647484724,32.92244,4294.057778
710,710,11357.1,8501.6,3600.562427,2343.034359,0.650741212,33.053712,4295.795596
711,711,11353.3,8510.8,3596.762427,2352.234359,0.65398658,33.184148,4297.639635
712,712,11349.4,8520.0,3592.862427,2361.434359,0.657257105,33.315202,4299.422363
713,713,11345.5,8529.3,3588.962427,2370.734359,0.660562602,33.447259,4301.282681
714,714,11341.6,8538.5,3585.062427,2379.934359,0.663847397,33.578092,4303.110521
715,715,11337.7,8547.7,3581.162427,2389.134359,0.667139346,33.708813,4304.96078
716,716,11333.8,8556.9,3577.262427,2398.334359,0.670438473,33.839421,4306.833427
717,717,11329.9,8566.1,3573.362427,2407.534359,0.673744802,33.969915,4308.728435
718,718,11326.0,8575.3,3569.462427,2416.734359,0.677058355,34.100293,4310.645773
719,719,11322.2,8584.5,3565.662427,2425.934359,0.680360076,34.229807,4312.66809
720,720,11318.3,8593.8,3561.762427,2435.234359,0.683716112,34.361045,4314.686312
721,721,11314.4,8603.0,3557.862427,2444.434359,0.687051399,34.491066,4316.670521
722,722,11310.5,8612.2,3553.962427,2453.634359,0.690394007,34.620966,4318.676939
723,723,11306.6,8621.4,3550.062427,2462.834359,0.693743958,34.750746,4320.705535
724,724,11302.7,8630.6,3546.162427,2472.034359,0.697101278,34.880402,4322.756277
725,725,11298.8,8639.8,3542.262427,2481.234359,0.70046599,35.009935,4324.829135
726,726,11294.9,8649.0,3538.362427,2490.434359,0.70383812,35.139344,4326.924076
727,727,11290.6,8658.0,3534.062427,2499.434359,0.707241146,35.269522,4328.599006
728,728,11285.7,8666.8,3529.162427,2508.234359,0.710716611,35.402041,4329.691333
729,729,11280.4,8675.2,3523.862427,2516.634359,0.714169299,35.533261,4330.248827
730,730,11274.7,8683.4,3518.162427,2524.834359,0.717657133,35.665383,4330.387443
731,731,11268.5,8691.3,3511.962427,2532.734359,0.721173535,35.798145,4329.968063
732,732,11262.2,8699.0,3505.662427,2540.434359,0.724665997,35.929566,4329.373602
733,733,11255.8,8706.8,3499.262427,2548.234359,0.728220421,36.062872,4328.779953
734,734,11249.4,8714.4,3492.862427,2555.834359,0.731730611,36.194077,4328.091635
735,735,11243.0,8722.1,3486.462427,2563.534359,0.735282371,36.326389,4327.485259
736,736,11236.4,8729.6,3479.862427,2571.034359,0.738832185,36.458182,4326.622261
737,737,11229.9,8737.2,3473.362427,2578.634359,0.742402906,36.5903,4325.922064
738,738,11223.3,8744.7,3466.762427,2586.134359,0.74597969,36.722191,4325.104929
739,739,11216.8,8752.3,3460.262427,2593.734359,0.749577355,36.854396,4324.450715
740,740,11210.2,8759.9,3453.662427,2601.334359,0.753210371,36.987438,4323.739655
741,741,11203.7,8767.4,3447.162427,2608.834359,0.756806334,37.118667,4323.071305
742,742,11197.1,8775.0,3440.562427,2616.434359,0.76046705,37.251793,4322.406572
743,743,11190.6,8782.5,3434.062427,2623.934359,0.764090466,37.3831,4321.783923
744,744,11184.0,8790.1,3427.462427,2631.534359,0.7677792,37.516304,4321.165557
745,745,11177.5,8797.7,3420.962427,2639.134359,0.771459616,37.648736,4320.64973
746,746,11170.9,8805.2,3414.362427,2646.634359,0.775147459,37.780962,4320.016691
747,747,11164.4,8812.8,3407.862427,2654.234359,0.778856077,37.913458,4319.547008
748,748,11157.9,8820.3,3401.362427,2661.734359,0.782549468,38.044938,4319.0388
749,749,11151.3,8827.9,3394.762427,2669.334359,0.786309622,38.178311,4318.536541
750,750,11144.8,8835.5,3388.262427,2676.934359,0.790061106,38.310891,4318.136153
751,751,11138.2,8843.0,3381.662427,2684.434359,0.793820914,38.443281,4317.618394
752,752,11131.7,8850.6,3375.162427,2692.034359,0.797601424,38.575912,4317.264226
753,753,11125.1,8858.1,3368.562427,2699.534359,0.801390628,38.708359,4316.792627
754,754,11118.6,8865.7,3362.062427,2707.134359,0.805200504,38.841035,4316.484704
755,755,11112.0,8873.3,3355.462427,2714.734359,0.80904925,38.974564,4316.122188
756,756,11105.5,8880.8,3348.962427,2722.234359,0.812859033,39.106248,4315.797637
757,757,11098.9,8888.4,3342.362427,2729.834359,0.816737987,39.239818,4315.481691
758,758,11092.4,8895.9,3335.862427,2737.334359,0.820577712,39.371539,4315.203069
759,759,11085.8,8903.5,3329.262427,2744.934359,0.824487231,39.505146,4314.933713
760,760,11079.3,8911.0,3322.762427,2752.434359,0.828357254,39.636898,4314.701038
761,761,11072.7,8918.5,3316.162427,2759.934359,0.832267544,39.769514,4314.414318
762,762,11066.1,8926.1,3309.562427,2767.534359,0.836223646,39.903165,4314.214863
763,763,11059.6,8933.6,3303.062427,2775.034359,0.840139846,40.034957,4314.051123
764,764,11053.0,8941.2,3296.462427,2782.634359,0.844127431,40.168629,4313.898296
765,765,11046.5,8948.8,3289.962427,2790.234359,0.848105236,40.301452,4313.845216
766,766,11040.0,8956.4,3283.462427,2797.834359,0.852098789,40.434277,4313.815319
767,767,11033.2,8963.7,3276.662427,2805.134359,0.856095012,40.566667,4313.385611
768,768,11026.1,8970.7,3269.562427,2812.134359,0.860095019,40.69866,4312.555868
769,769,11018.8,8977.5,3262.262427,2818.934359,0.864104106,40.830431,4311.466927
770,770,11011.2,8984.1,3254.662427,2825.534359,0.868149746,40.962873,4310.043147
771,771,11003.3,8990.3,3246.762427,2831.734359,0.872171717,41.094017,4308.153402
772,772,10995.4,8996.3,3238.862427,2837.734359,0.876151557,41.223273,4306.154446
773,773,10987.3,9002.2,3230.762427,2843.634359,0.880174393,41.353408,4303.961225
774,774,10979.1,9007.9,3222.562427,2849.334359,0.884182828,41.482562,4301.582835
775,775,10970.8,9013.5,3214.262427,2854.934359,0.888208236,41.611747,4299.085152
776,776,10962.4,9018.9,3205.862427,2860.334359,0.892219933,41.739979,4296.401581
777,777,10954.0,9024.4,3197.462427,2865.834359,0.896283983,41.869364,4293.8063
778,778,10945.8,9030.1,3189.262427,2871.534359,0.90037569,41.999103,4291.515397
779,779,10937.6,9035.8,3181.062427,2877.234359,0.904488493,42.12898,4289.246521
780,780,10929.5,9041.7,3172.962427,2883.134359,0.908656949,42.260073,4287.208217
781,781,10921.5,9047.6,3164.962427,2889.034359,0.912817901,42.390388,4285.266234
782,782,10913.3,9053.4,3156.762427,2894.834359,0.91702636,42.521644,4283.131446
783,783,10905.1,9059.1,3148.562427,2900.534359,0.92122498,42.652045,4280.951404
784,784,10896.7,9064.6,3140.162427,2906.034359,0.925440778,42.782432,4278.510928
785,785,10888.3,9069.9,3131.762427,2911.334359,0.929615329,42.911005,4275.95646
786,786,10879.7,9075.1,3123.162427,2916.534359,0.933840115,43.04058,4273.209124
787,787,10871.2,9080.3,3114.662427,2921.734359,0.938058113,43.169404,4270.556603
788,788,10862.8,9085.7,3106.262427,2927.134359,0.942333247,43.299421,4268.135638
789,789,10854.4,9091.2,3097.862427,2932.634359,0.946663846,43.43056,4265.805422
790,790,10846.2,9096.9,3089.662427,2938.334359,0.951021164,43.561937,4263.780332
791,791,10838.0,9102.7,3081.462427,2944.134359,0.955434126,43.69441,4261.846761
792,792,10829.8,9108.4,3073.262427,2949.834359,0.959838097,43.826033,4259.866746
793,793,10821.5,9114.0,3064.962427,2955.434359,0.964264466,43.957742,4257.767834
794,794,10813.2,9119.5,3056.662427,2960.934359,0.968682159,44.088614,4255.621867
795,795,10804.8,9124.9,3048.262427,2966.334359,0.973123027,44.219592,4253.356716
796,796,10796.3,9130.3,3039.762427,2971.734359,0.977620597,44.35165,4251.042309
797,797,10787.9,9135.7,3031.362427,2977.134359,0.982110992,44.482906,4248.821855
798,798,10779.5,9141.1,3022.962427,2982.534359,0.986626341,44.6143,4246.623722
799,799,10771.2,9146.6,3014.662427,2988.034359,0.991167148,44.745837,4244.589365
800,800,10762.8,9152.1,3006.262427,2993.534359,0.995766149,44.878452,4242.50654
801,801,10754.5,9157.7,2997.962427,2999.134359,1.00039091,45.011197,4240.587886
802,802,10746.3,9163.3,2989.762427,3004.734359,1.005007733,45.143102,4238.762548
803,803,10738.1,9169.1,2981.562427,3010.534359,1.00971703,45.277024,4237.101796
804,804,10729.9,9174.9,2973.362427,3016.334359,1.014452302,45.411051,4235.464212
805,805,10721.8,9180.7,2965.262427,3022.134359,1.019179393,45.544214,4233.919856
806,806,10713.7,9186.6,2957.162427,3028.034359,1.023966195,45.678419,4232.469929
807,807,10705.4,9192.1,2948.862427,3033.534359,1.028713422,45.810882,4230.617014
808,808,10696.8,9197.3,2940.262427,3038.734359,1.033490865,45.943556,4228.362525
809,809,10688.0,9202.0,2931.462427,3043.434359,1.038196612,46.07362,4225.631865
810,810,10679.0,9206.4,2922.462427,3047.834359,1.042899416,46.202993,4222.568048
811,811,10669.8,9210.3,2913.262427,3051.734359,1.047531568,46.32983,4219.026021
812,812,10660.7,9214.3,2904.162427,3055.734359,1.052191272,46.456831,4215.64608
813,813,10651.6,9218.6,2895.062427,3060.034359,1.056983895,46.586839,4212.504805
814,814,10642.7,9223.0,2886.162427,3064.434359,1.06176781,46.715992,4209.59517
815,815,10633.8,9227.6,2877.262427,3069.034359,1.066650831,46.847186,4206.852858
816,816,10625.0,9232.3,2868.462427,3073.734359,1.07156166,46.978484,4204.273969
817,817,10616.1,9236.9,2859.562427,3078.334359,1.076505388,47.110013,4201.575859
818,818,10607.1,9241.2,2850.562427,3082.634359,1.081412682,47.239934,4198.611764
819,819,10597.9,9245.3,2841.362427,3086.734359,1.08635714,47.370197,4195.386686
820,820,10588.7,9249.1,2832.162427,3090.534359,1.091227795,47.497889,4191.962147
821,821,10579.3,9252.6,2822.762427,3094.034359,1.096101581,47.625045,4188.202041
822,822,10570.0,9256.3,2813.462427,3097.734359,1.101039889,47.753257,4184.677883
823,823,10560.7,9260.0,2804.162427,3101.434359,1.106010953,47.881684,4181.174715
824,824,10551.5,9263.9,2794.962427,3105.334359,1.111046907,48.011141,4177.908143
825,825,10542.4,9267.9,2785.862427,3109.334359,1.116111955,48.140694,4174.804141
826,826,10533.3,9272.1,2776.762427,3113.534359,1.121282227,48.272267,4171.870777
827,827,10524.2,9276.3,2767.662427,3117.734359,1.1264865,48.404025,4168.959444
828,828,10515.1,9280.4,2758.562427,3121.834359,1.131688857,48.535056,4165.995251
829,829,10506.0,9284.6,2749.462427,3126.034359,1.136962022,48.667181,4163.127965
830,830,10496.9,9288.8,2740.362427,3130.234359,1.142270208,48.799488,4160.282848
831,831,10487.8,9292.9,2731.262427,3134.334359,1.147577153,48.93107,4157.384553
832,832,10478.8,9297.1,2722.262427,3138.534359,1.152913962,49.062697,4154.649281
833,833,10469.7,9301.4,2713.162427,3142.834359,1.158365724,49.196442,4151.94631
834,834,10460.7,9305.7,2704.162427,3147.134359,1.163811141,49.329314,4149.331164
835,835,10451.7,9310.0,2695.162427,3151.434359,1.169292926,49.462353,4146.73836
836,836,10442.7,9314.4,2686.162427,3155.834359,1.174848672,49.596453,4144.244091
837,837,10433.7,9318.7,2677.162427,3160.134359,1.180404419,49.72982,4141.69625
838,838,10424.6,9323.0,2668.062427,3164.434359,1.186042098,49.864409,4139.106417
839,839,10415.5,9327.2,2658.962427,3168.634359,1.191680758,49.998276,4136.462848
840,840,10406.4,9331.3,2649.862427,3172.734359,1.197320407,50.131424,4133.765136
841,841,10397.3,9335.4,2640.762427,3176.834359,1.202998924,50.264746,4131.089776
842,842,10388.2,9339.5,2631.662427,3180.934359,1.208716713,50.398239,4128.436814
843,843,10379.0,9343.5,2622.462427,3184.934359,1.214482361,50.532093,4125.665528
844,844,10369.9,9347.6,2613.362427,3189.034359,1.220280175,50.665932,4123.057521
845,845,10360.7,9351.6,2604.162427,3193.034359,1.22612719,50.800138,4120.331342
846,846,10351.6,9355.7,2595.062427,3197.134359,1.232006724,50.934318,4117.768462
847,847,10342.4,9359.7,2585.862427,3201.134359,1.237936839,51.068873,4115.087566
848,848,10333.2,9363.5,2576.662427,3204.934359,1.243831681,51.201856,4112.273521
849,849,10323.9,9367.3,2567.362427,3208.734359,1.249817449,51.33611,4109.419183
850,850,10314.6,9370.9,2558.062427,3212.334359,1.255768556,51.468811,4106.430983
851,851,10305.2,9374.4,2548.662427,3215.834359,1.261773362,51.601931,4103.324359
852,852,10295.8,9377.7,2539.262427,3219.134359,1.267743863,51.733522,4100.082889
853,853,10286.3,9380.8,2529.762427,3222.234359,1.273730025,51.864693,4096.644017
854,854,10276.7,9383.8,2520.162427,3225.234359,1.279772417,51.996325,4093.086284
855,855,10267.2,9386.6,2510.662427,3228.034359,1.285730142,52.125359,4089.45371
856,856,10257.5,9389.2,2500.962427,3230.634359,1.291756455,52.255122,4085.561335
857,857,10247.8,9391.8,2491.262427,3233.234359,1.297829696,52.385133,4081.689957
858,858,10238.2,9394.3,2481.662427,3235.734359,1.303857577,52.51342,4077.821139
859,859,10228.5,9396.7,2471.962427,3238.134359,1.309944813,52.642214,4073.832639
860,860,10218.8,9399.1,2462.262427,3240.534359,1.31608001,52.77126,4069.864763
861,861,10209.0,9401.5,2452.462427,3242.934359,1.322317652,52.901681,4065.857254
862,862,10199.3,9403.9,2442.762427,3245.334359,1.328550957,53.031232,4061.930991
863,863,10189.7,9406.6,2433.162427,3248.034359,1.334902398,53.162442,4058.32559
864,864,10180.1,9409.4,2423.562427,3250.834359,1.341345419,53.29473,4054.821681
865,865,10170.5,9412.3,2413.962427,3253.734359,1.347881112,53.428088,4051.419736
