tick,sim_time_s,real_time_s,sim_delta_s,real_delta_s,state,decision_reason,control_reason,speed_mps,desired_speed_mps,target_speed_mps,throttle,brake,steer,reverse,cross_track_error_m,heading_error_rad,collision_count,collision_impulse,lane_intrusion,lane_departure,stop_required,stop_violation,parking_hold,route_index,route_s_m
1,0.05000000074505806,0.004932502000883687,0.05000000074505806,0.004932502000883687,TIME_TRIAL,time_trial_lap_1,lane_follow,0.4899999797344208,4.9,4.9,0.15000000223517418,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
2,0.10000000149011612,0.011665250000078231,0.05000000074505806,0.006732747999194544,TIME_TRIAL,time_trial_lap_1,lane_follow,0.9800000786781311,4.9,4.9,0.30000000447034836,0.0,-0.061441762873295405,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
3,0.15000000223517418,0.10780865800188622,0.05000000074505806,0.09614340800180798,TIME_TRIAL,time_trial_lap_1,lane_follow,1.470000147819519,4.9,4.9,0.45,0.0,-0.061441762873295405,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
4,0.20000000298023224,0.24792177099880064,0.05000000074505806,0.14011311299691442,TIME_TRIAL,time_trial_lap_1,lane_follow,1.9600002765655518,4.9,4.9,0.45,0.0,-0.061441762873295405,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
5,0.2500000037252903,0.36403208499541506,0.05000000074505806,0.11611031399661442,TIME_TRIAL,time_trial_lap_1,lane_follow,1.1123903989993433,4.9,4.9,0.45,0.0,-0.061441762873295405,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
6,0.30000000447034836,0.47271139399526874,0.05000000074505806,0.10867930899985367,TIME_TRIAL,time_trial_lap_1,lane_follow,0.42685988545519066,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
7,0.3500000052154064,0.5683659919959609,0.05000000074505806,0.0956545980006922,TIME_TRIAL,time_trial_lap_1,lane_follow,0.09705398231777533,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
8,0.4000000059604645,0.6803923459956422,0.05000000074505806,0.1120263539996813,TIME_TRIAL,time_trial_lap_1,lane_follow,0.04659641161654843,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
9,0.45000000670552254,0.8154898470020271,0.05000000074505806,0.13509750100638485,TIME_TRIAL,time_trial_lap_1,lane_follow,0.09684342891017257,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
10,0.5000000074505806,0.9256326819959213,0.05000000074505806,0.11014283499389421,TIME_TRIAL,time_trial_lap_1,lane_follow,0.1032524630427711,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
11,0.5500000081956387,1.0544737219970557,0.05000000074505806,0.1288410400011344,TIME_TRIAL,time_trial_lap_1,lane_follow,0.09146518260267408,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
12,0.6000000089406967,1.191305590000411,0.05000000074505806,0.13683186800335534,TIME_TRIAL,time_trial_lap_1,lane_follow,0.07413091510551027,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
13,0.6500000096857548,1.3054633959982311,0.05000000074505806,0.1141578059978201,TIME_TRIAL,time_trial_lap_1,lane_follow,0.05700970441109127,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
14,0.7000000104308128,1.4392900289967656,0.05000000074505806,0.13382663299853448,TIME_TRIAL,time_trial_lap_1,lane_follow,0.04234595224358627,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
15,0.7500000111758709,1.5421190669949283,0.05000000074505806,0.10282903799816268,TIME_TRIAL,time_trial_lap_1,lane_follow,0.030686482788113964,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
16,0.800000011920929,1.6439445309952134,0.05000000074505806,0.10182546400028514,TIME_TRIAL,time_trial_lap_1,lane_follow,0.02182882279187907,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
17,0.850000012665987,1.751227435997862,0.05000000074505806,0.10728290500264848,TIME_TRIAL,time_trial_lap_1,lane_follow,0.015305146574974986,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
18,0.9000000134110451,1.842925993994868,0.05000000074505806,0.09169855799700599,TIME_TRIAL,time_trial_lap_1,lane_follow,0.010608625598290393,4.9,4.9,0.45,0.0,-0.088337895401324,False,-4.495905076667083e-07,7.486848707105587e-07,0,0.0,False,False,False,False,False,0,0.0
19,0.9500000141561031,1.9460426069999812,0.05000000074505806,0.10311661300511332,TIME_TRIAL,time_trial_lap_1,lane_follow,0.8122999179337156,4.9,4.9,0.45,0.0,-0.059820208873616394,False,0.0008621195322322233,0.0007826361361611689,0,0.0,False,False,False,False,False,0,0.0
20,1.0000000149011612,2.0525955769990105,0.05000000074505806,0.1065529699990293,TIME_TRIAL,time_trial_lap_1,lane_follow,1.2953524560337928,4.9,4.9,0.45,0.0,-0.05736785129655031,False,0.0026144553523878775,0.0021089236485342666,0,0.0,False,False,False,False,False,0,0.0
21,1.0500000156462193,2.1659327620000113,0.05000000074505806,0.11333718500100076,TIME_TRIAL,time_trial_lap_1,lane_follow,1.6560437526660787,4.9,4.9,0.45,0.0,-0.05443565608069045,False,0.0048092255840907795,0.0036924392326953825,0,0.0,False,False,False,False,False,0,0.0
